StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
12,0,201202,1.54,35.4,-0.34,3.23,-1.01,2.78,0,842,-0.57,0.15,0.72,1.93,1.29,2.65,1.85,26.9,43.9
12,0,201203,2.73,55,-1.31,1.89,-3.02,0.23,37,358,-0.38,-0.75,-0.21,1.17,0.88,2.5,1.74,43.3,66.7
12,0,201204,2.22,52.9,-1.9,0.98,-2.16,-1.43,2,382,-1.1,-1.1,-1.31,0.64,0.86,1.12,1.73,40.5,65.3
12,0,201205,2.75,67.7,-2.53,-2.53,-2.5,-2.53,152,80,-0.88,-1.41,-1.34,-0.64,0.72,0.37,1.27,55,80.4
12,0,201206,1.29,71.6,-3.53,-3.53,-3.78,-3.53,206,14,-2.31,-1.83,-2.15,-1.77,-0.43,-0.37,0.36,58.2,85
12,0,201207,2.53,80.2,-4.45,-4.45,-3.83,-4.45,463,0,-0.99,-1.98,-1.89,-2.24,-0.79,-0.44,0.13,67.6,92.8
12,0,201208,4.05,71.9,-0.04,-4.03,-0.13,-4.02,217,14,0.6,-0.29,-1.44,-1.87,-1.34,-0.16,0.45,59.1,84.8
12,0,201209,5.18,64.2,0.71,-2.91,2.12,-2.02,64,100,1.23,1.21,0.51,-1.21,-1.25,-0.16,1.08,52.8,75.5
12,0,201210,3.95,52.1,1.07,-2.17,1.31,-0.76,2,413,0.76,1.31,1.36,-0.59,-1.2,-0.02,1.67,42,62.3
12,0,201211,0.98,40.1,0.2,-2.71,-2.27,-2.12,0,756,-1.74,-0.52,0.35,-0.74,-1.4,-0.99,0.9,29.3,50.9
12,0,201212,3.21,38.2,0.08,-2.53,-0.31,-2.01,0,845,0.32,-0.88,-0.3,0.05,-1.12,-1.23,1.21,31,45.3
12,0,201301,4.71,29.9,0.94,-1.4,2.62,0.07,0,1103,1.16,1.02,0.12,0.9,-0.41,-0.92,1.56,21.3,38.6
12,0,201302,2.21,30.2,0.88,-1.22,0.09,0.22,0,988,0.1,0.99,0.94,0.81,-0.17,-0.8,1.31,22.4,38.1
12,0,201303,2.3,34.8,0.44,-1.44,-1.04,-0.37,0,949,-0.72,-0.6,0.39,0.01,0.2,-0.87,1.08,26.8,42.9
12,0,201304,6.38,50.8,1.45,1.45,3.16,1.45,0,442,1.58,0.66,0.58,0.39,1.11,-0.19,0.64,39.5,62
12,0,201305,3.71,64.4,0.99,0.99,-0.93,0.4,102,124,-0.2,0.92,0.33,0.84,0.86,-0.01,0.24,53.4,75.4
12,0,201306,6.24,70.8,1.79,1.79,2.72,1.79,183,20,1.3,0.67,1.38,1.25,0.88,0.95,0.36,60.5,81
12,0,201307,3.21,72.3,-0.11,1.5,-0.32,1.28,226,7,-0.39,0.64,0.3,0.57,0.43,1.14,0.4,62.6,82
12,0,201308,1.84,71.5,-0.7,0.74,-1.81,-0.42,208,14,-1.78,-1.4,-0.07,0.12,0.6,0.68,0.33,60.4,82.6
12,0,201309,2.99,66.9,-0.77,-0.77,-0.44,-0.77,106,59,-0.07,-0.91,-0.99,0.43,0.5,0.24,0.06,54.5,79.3
12,0,201310,4.12,54.3,0.45,0.45,1.35,0.45,9,348,0.86,0.47,-0.26,0.01,0.37,0.27,0.17,43.3,65.3
12,0,201311,3.04,39.2,0.52,0.52,0.35,0.52,0,783,0.06,0.6,0.37,0.14,0.31,0.7,-0.22,30.1,48.4
12,0,201312,4.39,29.4,1.25,1.25,2.35,1.25,0,1121,1.1,0.72,1.01,-0.03,0.85,0.93,-0.18,21.1,37.7
12,0,201401,2.33,19.4,1.1,1.1,-0.06,0.98,0,1438,0.03,0.57,0.41,0.07,0.22,0.47,-0.32,9.6,29.1
12,0,201402,2.64,22,1.21,1.21,0.67,1.21,0,1227,0.47,0.17,0.66,0.61,0.39,0.51,-0.16,12.9,31.2
12,0,201403,1.85,34.1,0.57,0.57,-1.57,-0.49,0,979,-1.12,-0.61,-0.59,0.29,-0.36,0.41,-0.29,23,45.3
12,0,201404,5.73,52.4,1.22,1.22,2.14,1.22,2,396,1.25,0.17,0.32,0.44,0.22,0.28,0.08,40.4,64.4
12,0,201405,4.23,62.9,1.05,1.05,-0.13,0.88,77,156,0.12,0.87,0.13,0.46,0.56,0.38,0.25,51.7,74.1
12,0,201406,5.61,72.6,1.51,1.51,1.68,1.51,229,11,0.96,0.62,1.14,0.45,0.94,0.26,0.83,62.5,82.6
12,0,201407,3.36,69.1,1.46,1.46,0.32,1.46,143,26,-0.27,0.43,0.31,0.41,0.48,0.26,0.95,58.2,80.1
12,0,201408,4.96,72.4,2.18,2.18,2.63,2.18,229,11,1.22,0.6,0.92,0.69,0.92,0.98,1.13,62.4,82.4
12,0,201409,3.48,64,2.38,2.38,1.26,2.38,62,102,0.25,0.87,0.52,1.16,0.64,1.1,0.92,52.2,75.8
12,0,201410,4.13,53.8,3.01,3.01,2.62,3.01,6,366,0.87,0.69,1.13,1.01,1.04,1.07,1.02,43.6,64.1
12,0,201411,2.66,35.6,3.21,3.21,1.53,3.21,0,895,-0.22,0.42,0.41,0.88,0.79,0.98,1.2,26.9,44.2
12,0,201412,2.59,34.6,2.92,2.92,0.13,2.91,0,956,-0.15,-0.31,0.18,0.4,1.02,0.65,1.17,28.5,40.6
12,0,201501,2.11,25.3,2.52,2.52,-0.31,2.32,0,1253,-0.13,-0.34,-0.46,0.37,0.47,0.57,0.76,17.1,33.5
12,0,201502,1.4,19.3,1.92,1.92,-1.01,1.25,0,1298,-0.73,-0.68,-0.74,-0.23,0.28,0.32,0.67,9.4,29.1
12,0,201503,3.54,37.2,1.84,1.84,0.34,1.27,0,881,0.17,-0.35,-0.49,-0.25,0.02,0.61,0.76,27,47.4
12,0,201504,4.79,52.9,1.96,1.96,0.93,1.7,2,382,0.72,0.5,0.13,-0.38,0.38,0.43,0.52,41.1,64.6
12,0,201505,3.98,64.9,1.52,1.52,-0.71,0.92,108,118,-0.03,0.42,0.3,-0.31,-0.04,0.38,0.52,53.6,76.3
12,0,201506,9.07,71,3.43,3.43,6.21,3.43,187,20,2.61,1.93,1.83,1.08,1.03,1.08,0.92,61.6,80.3
12,0,201507,6.23,72.9,4.24,4.24,3.47,4.24,237,7,1.52,2.86,2.31,1.89,1.3,1.86,1.41,63.1,82.7
12,0,201508,2.57,70.6,3.7,3.7,-0.3,3.53,185,19,-0.74,0.81,2.3,2.04,1.23,1.29,1.58,59.6,81.6
12,0,201509,2.39,68.8,3.02,3.02,-0.89,2.45,142,35,-0.5,-0.84,0.3,1.56,1.07,1.03,1.51,56.7,80.9
12,0,201510,2.42,55.7,2.58,2.58,-0.38,1.82,12,312,-0.21,-0.58,-0.86,1.28,1.13,0.65,1.34,44.4,66.9
12,0,201511,3.57,46.5,2.36,2.36,0.13,1.61,0,565,0.42,0.02,-0.3,1.45,1.35,0.84,1.3,36.2,56.9
12,0,201512,5.44,42.5,3.05,3.05,2.8,3.05,2,714,1.7,1.38,0.96,0.79,1.75,1.35,1.49,35.2,49.8
13,0,201001,1.3,13.6,5.26,5.26,1.06,5.26,0,1583,0.76,1.69,0.8,1.52,1.24,1.31,2.35,6.9,20.3
13,0,201002,0.96,17.3,4.86,4.86,0.43,4.86,0,1327,-0.01,0.43,1.47,1.06,1.43,1.35,2.35,8.5,26.2
13,0,201003,1.72,38.4,4.18,4.18,-0.55,3.91,0,808,-0.05,-0.19,0.09,1.9,1.36,1.18,2.53,29.1,47.7
13,0,201004,3.7,55.2,3.79,3.79,0.14,3.53,13,303,0.55,0.29,0.23,0.65,1.47,1.21,2.21,42.7,67.7
13,0,201005,4.19,59.9,3.55,3.55,0.43,3.38,54,203,0.15,0.33,0.21,0.74,0.92,1.3,1.81,48.6,71.2
13,0,201006,10.28,70.8,5.43,5.43,6.75,5.43,204,24,2.49,2.13,1.91,1.77,2.56,2.12,1.93,60.6,81.1
13,0,201007,7.89,74.6,6.7,6.7,5.47,6.7,307,5,1.93,2.9,2.54,2.31,2.36,2.49,1.98,65.1,84.1
13,0,201008,4.83,74.4,6.52,6.52,1.54,6.52,299,9,0.68,1.71,2.66,2.32,2.4,2.24,2.08,64,84.8
13,0,201009,5.4,63.1,6.86,6.86,3.05,6.86,63,114,1.05,1.17,1.95,2.53,2.38,2.85,2.14,52,74.2
13,0,201010,0.91,53.9,5.74,5.74,-1.24,5.24,11,355,-1.23,0.27,0.55,2.3,2.04,2.15,2.06,39.7,68.1
13,0,201011,1.64,38,5.3,5.3,0.46,4.92,0,800,0.12,-0.88,0.22,2.46,2.09,2.21,1.99,27.9,48
13,0,201012,1.23,19.1,5.02,5.02,0.78,4.85,0,1429,0.29,0.15,-0.67,1.33,2.13,2,2.38,11.3,26.9
13,0,201101,0.94,14.9,4.64,4.64,0.42,4.57,0,1541,0.15,0.21,0.12,0.43,2.13,1.91,2.44,6.6,23.1
13,0,201102,1.39,22.6,4.57,4.57,1.22,4.57,0,1178,0.71,0.52,0.44,0.33,2.34,2.02,2.63,14.1,31.1
13,0,201103,1.5,35.1,3.94,3.94,-0.48,3.7,0,919,-0.3,0.01,-0.03,-0.62,1.26,2.08,2.56,25.7,44.5
13,0,201104,3.81,47.6,4.04,4.04,1.52,4.04,0,521,0.63,0.23,0.41,0.3,0.56,2.12,2.59,37.2,57.9
13,0,201105,5,59.1,4.15,4.15,1.57,4.15,45,223,0.61,0.72,0.47,0.56,0.47,2.21,2.43,47.8,70.4
13,0,201106,6.19,69.6,4.37,4.37,1.96,4.37,171,32,0.9,0.93,1,0.88,0.41,1.53,2.46,59.9,79.3
13,0,201107,3.4,78,-0.23,3.69,-0.7,3.37,403,0,-0.13,0.52,0.65,0.67,0.61,0.75,2.13,68.3,87.7
13,0,201108,3.02,72,-0.57,2.95,-1.07,2.17,235,18,-0.42,-0.46,0.16,0.34,0.42,0.44,1.75,60.9,83.1
13,0,201109,1.68,60.2,-1.16,2,-1.96,0.45,30,171,-1.16,-1.21,-1.08,0.06,0.05,-0.25,1.73,48.6,71.9
13,0,201110,0.74,53.4,-1.92,0.91,-2.65,-1.55,10,370,-1.41,-1.77,-1.71,-0.54,-0.31,-0.3,1.3,39.8,67
13,0,201111,2.08,39.4,-2.03,-2.03,-0.92,-2.03,0,757,0.48,-0.69,-1.26,-0.72,-0.33,-0.22,1.34,28.9,49.9
13,0,201112,2.08,29.1,-1.57,-1.57,0.75,-1.16,0,1095,1.31,0.93,-0.04,-0.91,-0.06,-0.05,1.51,20.4,37.8
13,0,201201,0.57,26.5,-1.71,-1.71,-0.9,-1.64,0,1194,-0.64,0.7,0.64,-1.04,-0.3,-0.12,1.41,16.7,36.3
13,0,201202,1.68,29.6,-1.13,-1.13,1.22,-0.41,0,983,1.13,0.42,1.1,-0.57,-0.37,-0.08,1.55,20.8,38.3
13,0,201203,1.91,51.6,-1.78,-1.78,-2.3,-1.78,31,446,0.15,0.62,0.24,0.04,-0.8,-0.02,1.61,40.2,62.9
13,0,201204,3.9,52.4,-1.3,-1.3,0.88,-0.8,5,392,0.69,0.51,0.82,0.95,-0.53,-0.01,1.62,40.3,64.5
13,0,201205,3.51,65.1,-1.6,-1.6,-1.29,-1.6,121,115,-0.29,0.12,0.1,0.49,-0.44,-0.29,1.43,52.5,77.6
13,0,201206,2.81,71.4,-2.26,-2.26,-2.49,-2.26,211,20,-1.15,-1.01,-0.54,-0.41,-0.43,-0.98,0.49,59.8,83.1
13,0,201207,1.17,79.6,-3.56,-3.56,-4.6,-3.56,452,0,-2.64,-2.71,-1.97,-1,-0.68,-1.5,-0.37,67.1,92
13,0,201208,2.88,71,-3.96,-3.96,-2.28,-3.96,204,24,-0.53,-1.71,-2.4,-1.34,-0.97,-1.51,-0.59,57.6,84.3
13,0,201209,1.62,62.1,-4.62,-4.62,-3.21,-4.62,46,135,-1.22,-1.32,-2.2,-2.15,-1.92,-1.68,-1.21,47.3,76.9
13,0,201210,2.98,48.8,-4.09,-4.09,0.16,-3.97,1,500,0.6,-0.53,-0.82,-1.95,-1.31,-1.05,-0.93,37,60.5
13,0,201211,1.05,39.2,-4.53,-4.53,-2.6,-4.53,0,775,-0.47,0.08,-0.72,-2.05,-1.53,-1.25,-0.98,28.1,50.1
13,0,201212,1.53,27.7,-4.34,-4.34,-0.81,-4.34,0,1144,0.69,-0.05,0.29,-1.48,-1.47,-1.34,-1.03,18.7,36.6
13,0,201301,0.95,22,-4.23,-4.23,-1.02,-4.23,0,1327,0.17,0.54,-0.05,-0.77,-1.72,-1.21,-1,12.2,31.8
13,0,201302,1.27,24.2,-3.9,-3.9,-0.32,-3.9,0,1142,0.52,0.38,0.61,-0.36,-1.7,-1.3,-1.04,15.8,32.6
13,0,201303,2.09,29,-3.57,-3.57,-0.23,-3.57,0,1120,0.32,0.42,0.36,0.37,-1.24,-1.29,-0.96,20.8,37.3
13,0,201304,6.43,43.8,1.9,-1.31,5.69,1,0,621,2.24,1.93,1.94,1.35,0.33,-0.79,-0.59,33.1,54.5
13,0,201305,8.65,59,3.75,3.75,6.13,3.75,47,221,2.24,3,2.78,2.66,1.6,0.23,-0.03,48.5,69.4
13,0,201306,4.89,68.9,3.52,3.52,0.48,3.52,159,38,0.25,1.8,2.41,2.31,2.05,0.62,-0.21,59.4,78.5
13,0,201307,1.74,72.3,-0.68,2.48,-2.05,1.6,238,14,-1.62,-0.77,0.84,1.54,1.36,0.73,-0.39,61.2,83.4
13,0,201308,1.49,71.9,-1.65,1.19,-3.1,-0.91,233,18,-1.93,-2.28,-1.64,0.86,0.94,0.48,-0.55,60.4,83.4
13,0,201309,1.94,67,-2.46,-2.46,-2.94,-2.46,118,58,-0.92,-1.91,-2.48,0.52,0.59,0.59,-0.51,54.5,79.5
13,0,201310,2.78,50.5,-2.2,-2.2,0.01,-2.13,4,446,0.44,-0.47,-1.36,-0.18,0.61,0.53,-0.26,39.3,61.8
13,0,201311,1.59,33.9,-2.31,-2.31,-1.02,-2.31,0,930,0.07,0.27,-0.43,-1.47,0.5,0.6,-0.32,23.9,43.8
13,0,201312,0.62,17.4,-2.63,-2.63,-1.67,-2.63,0,1473,-0.84,-0.34,0.01,-1.85,0.36,0.43,-0.63,8.1,26.8
13,0,201401,0.43,14.2,-2.9,-2.9,-1.63,-2.9,0,1588,-1.03,-1.43,-0.69,-1.48,-0.44,0.33,-0.64,2.8,25.6
13,0,201402,1.5,13.2,-2.51,-2.51,0.27,-2.34,0,1463,0.88,0,-0.54,-0.56,-1.5,0.35,-0.69,3.2,23.3
13,0,201403,0.81,29.7,-2.87,-2.87,-1.85,-2.87,0,1100,-1.29,-0.55,-0.99,-0.56,-2.01,0.11,-0.86,19.3,40.1
13,0,201404,4.65,47.5,0.83,-1.75,2.48,-0.66,0,526,1.2,0.31,0.55,-0.07,-1.07,-0.23,-0.75,35.2,59.7
13,0,201405,3.04,60,0.4,-1.91,-1.02,-1.21,52,206,-0.63,0.25,-0.22,-0.42,-0.64,-1.39,-0.78,48.4,71.5
13,0,201406,9.66,70.2,2.39,2.39,6.08,2.39,186,27,2.28,1.49,1.68,1.22,0.99,-0.39,0.18,60.2,80.2
13,0,201407,3.3,68.8,2.27,2.27,0.38,2.27,153,37,-0.2,1.6,1.04,1.07,0.72,-0.05,0.46,58.5,79.2
13,0,201408,5.92,71.2,3.02,3.02,2.94,3.02,215,21,1.2,0.64,1.81,1.3,1.11,0.74,0.78,62,80.3
13,0,201409,4.35,62,3.36,3.36,1.96,3.36,46,136,0.58,1.18,0.77,1.65,1.36,1.21,1.08,50.9,73.1
13,0,201410,3.17,51.2,3.69,3.69,2.04,3.69,4,441,0.74,0.78,1.3,1.54,1.49,1.26,1.14,39.9,62.4
13,0,201411,0.76,29.3,3.35,3.35,0.12,3.34,0,1068,-0.83,0.02,0.34,1.68,1.24,1.09,1.07,19.7,38.8
13,0,201412,1.1,28.2,3.19,3.19,0.56,3.19,0,1132,0.09,-0.64,0.03,0.58,1.43,1.16,1.17,22.3,34.1
13,0,201501,0.52,21.6,2.75,2.75,-0.34,2.56,0,1353,-0.77,-0.47,-0.9,0.68,1.12,1.15,1.1,12.5,30.7
14,0,201001,0.48,27.2,4.34,4.34,0.73,4.34,0,1211,-0.2,0.03,-0.04,1.14,0.67,1.02,1.69,17.6,36.9
14,0,201002,0.86,29.9,4.3,4.3,1.21,4.3,0,989,0.07,-0.19,-0.03,0.89,1.01,1.1,1.62,21,38.8
14,0,201003,2.08,44.2,4.19,4.19,1,4.19,6,632,0.59,0.43,0.29,0.82,1.06,1.17,1.76,32.9,55.5
14,0,201004,2.62,57.8,3.74,3.74,-0.07,3.65,32,197,0.24,0.43,0.35,0.18,0.99,0.69,1.7,44.7,71
14,0,201005,4.06,62.1,3.73,3.73,1.12,3.73,76,126,0.32,0.26,0.43,0.33,0.87,1.02,1.49,50.3,73.9
14,0,201006,4.7,77,3.64,3.64,0.88,3.64,384,2,0.48,0.44,0.41,0.4,0.71,1.02,1.46,64.9,89.1
14,0,201007,4.55,79.6,4.07,4.07,2.42,4.07,458,0,0.79,0.76,0.68,0.69,0.55,1.13,1.53,68.2,90.9
14,0,201008,2.93,79.7,3.84,3.84,0.57,3.84,471,0,-0.1,0.5,0.6,0.61,0.55,0.93,1.4,66.4,93
14,0,201009,3.14,70.8,3.57,3.57,0.39,3.57,209,33,0.41,0.15,0.58,0.59,0.6,0.82,1.21,57.1,84.5
14,0,201010,0.69,59.1,-0.62,2.58,-1.87,1.79,34,199,-1.28,-0.44,-0.46,0.23,0.31,0.24,0.71,44,74.3
14,0,201011,1.53,43.6,-0.5,2.37,0.17,1.6,0,598,0.42,-0.64,-0.28,0.26,0.34,0.31,0.75,30.4,56.8
14,0,201012,0.2,32.3,-0.85,1.73,-1.19,0.48,0,1021,-1.4,-0.23,-1.01,-0.08,0.12,0.15,0.75,20.6,44
14,0,201101,0.46,27.3,-0.97,1.34,-0.64,-0.13,0,1189,-0.25,-1.27,-0.33,-0.73,0.05,0.14,0.82,15.2,39.4
14,0,201102,1.09,30.2,-0.74,1.33,0.39,0.03,0,965,0.44,0.08,-0.62,-0.6,0.07,0.19,0.92,17,43.4
14,0,201103,1.11,44.1,-1.07,0.79,-1.2,-0.84,6,624,-0.37,-0.15,-0.27,-1.01,-0.23,-0.01,0.79,32,56.2
14,0,201104,1.86,55.2,-1.29,-1.29,-1.01,-1.29,14,279,-0.49,-0.68,-0.51,-0.65,-0.87,-0.17,0.36,41.2,69.1
14,0,201105,3.44,62.6,-1.39,-1.39,-0.68,-1.39,77,124,-0.08,-0.52,-0.69,-0.92,-0.96,-0.29,0.5,49.3,75.8
14,0,201106,2.66,76.8,-1.95,-1.95,-2.13,-1.95,383,2,-0.82,-0.68,-0.92,-0.97,-1.24,-0.75,0.23,63,90.6
14,0,201107,2.59,84.9,-2.48,-2.48,-2.18,-2.48,642,0,-0.41,-0.85,-0.79,-0.98,-1.04,-1.19,0,71.1,98.7
14,0,201108,3.33,80.9,-2.59,-2.59,-1.1,-2.59,507,0,0.22,-0.22,-0.64,-0.92,-1.02,-1.08,-0.04,67.5,94.3
14,0,201109,1.27,66.2,-2.99,-2.99,-1.99,-2.99,125,78,-1.29,-0.72,-0.78,-1.12,-1.16,-1.37,-0.3,51.8,80.5
14,0,201110,1.6,57.5,-2.99,-2.99,-0.94,-2.99,24,231,-0.24,-1.09,-0.76,-1.01,-1.15,-1.2,-0.62,42.9,72
14,0,201111,2.5,43.7,-2.28,-2.28,1.2,-1.73,0,607,1.15,0.55,-0.28,-0.68,-0.9,-0.99,-0.45,31,56.4
14,0,201112,2.26,33.1,-1.25,-1.25,2.39,0.31,0,926,1.68,1.78,1.17,0.08,-0.53,-0.59,-0.37,23,43.2
14,0,201201,0.07,36.1,-1.56,-1.56,-1.32,-0.54,0,877,-1.76,1.02,1.34,0.16,-0.52,-0.68,-0.43,22.5,49.7
14,0,201202,1.81,37.1,-0.89,-0.89,1.54,0.69,0,744,1.39,0.49,1.47,0.44,-0.24,-0.54,-0.3,25.6,48.6
14,0,201203,2.45,55.5,-1,-1,-0.61,0.3,55,297,0.88,1.27,0.85,1.28,0.38,-0.27,-0.25,41.8,69.2
14,0,201204,3.08,59.3,-0.85,-0.85,0.14,0.44,40,179,0.61,0.86,1.2,1.57,0.79,-0.02,-0.17,46.7,71.8
14,0,201205,1.47,69,-2.05,-2.05,-3.86,-1.83,195,36,-2.57,-1.01,-0.38,0.35,0.04,-0.43,-0.54,54.7,83.4
14,0,201206,2.16,77.5,-2.8,-2.8,-2.9,-2.8,366,1,-1.19,-2.05,-1.47,-0.82,-0.12,-0.54,-0.93,63,92
14,0,201207,1.28,84.4,-3.8,-3.8,-3.86,-3.8,624,0,-1.49,-1.76,-2.28,-1.13,-0.5,-0.84,-1.35,69.7,99.1
14,0,201208,2.61,76.5,-3.9,-3.9,-1.49,-3.9,373,5,-0.38,-1.29,-1.68,-1.46,-0.91,-0.98,-1.4,61.7,91.3
14,0,201209,2.09,68.2,-3.94,-3.94,-1.31,-3.94,161,54,-0.44,-0.65,-1.35,-1.82,-1.38,-0.71,-1.51,53.6,82.8
14,0,201210,1.14,54,-3.93,-3.93,-1.19,-3.93,11,317,-0.71,-0.84,-0.96,-2.1,-1.35,-0.82,-1.38,40.4,67.6
14,0,201211,0.58,46.5,-4.21,-4.21,-2.04,-4.21,0,537,-0.59,-1.02,-1.15,-1.86,-1.65,-1.22,-1.46,30.7,62.2
14,0,201212,0.55,34.6,-4.24,-4.24,-1.4,-4.24,0,895,-0.31,-0.83,-1.11,-1.8,-2,-1.61,-1.48,22.2,46.9
14,0,201301,0.84,32.3,-4.03,-4.03,-0.69,-4.03,0,977,0.56,-0.07,-0.53,-1.26,-2.13,-1.45,-1.44,20.2,44.5
14,0,201302,1.63,33.6,-3.41,-3.41,0.63,-3.1,0,870,1.17,1.12,0.6,-0.73,-1.61,-1.5,-1.37,21.6,45.6
14,0,201303,1.21,40.3,-3.46,-3.46,-1.21,-3.46,0,772,-0.25,0.36,0.46,-0.55,-1.44,-1.8,-1.36,27.8,52.8
14,0,201304,2.44,48.5,-2.86,-2.86,0.72,-2.52,0,468,0.09,-0.2,0.2,-0.18,-0.84,-1.88,-1.34,35.8,61.1
14,0,201305,3.96,63.3,-2.63,-2.63,-0.19,-2.31,76,125,0.26,0.11,-0.08,0.16,-0.64,-1.5,-1.34,50.2,76.4
14,0,201306,2.78,75.2,-2.94,-2.94,-1.72,-2.94,306,8,-0.73,-0.39,-0.42,-0.22,-0.7,-1.33,-1.36,61.6,88.7
14,0,201307,4.46,77.2,-2.32,-2.32,0.95,-1.86,381,4,0.74,0.01,0.05,0.06,-0.16,-0.61,-0.96,64.8,89.7
14,0,201308,4.91,76.5,-1.3,-1.3,2.34,0.16,359,6,1.37,1.29,0.59,0.32,0.44,-0.12,-0.7,65.4,87.7
14,0,201309,2.74,72.1,-1.32,-1.32,-0.46,-0.07,238,23,0.11,1,1.09,0.43,0.51,0.06,-0.43,58.8,85.3
14,0,201310,2.64,55.2,-0.84,-0.84,1.04,0.76,14,292,0.63,0.42,1.07,0.56,0.55,0.35,-0.3,42,68.4
14,0,201311,1.03,41.3,-0.81,-0.81,-0.19,0.63,0,695,-0.05,0.3,0.23,0.52,0.32,0.42,-0.52,29,53.6
14,0,201312,0.39,29.2,-1,-1,-0.8,0.13,0,1113,-0.69,-0.52,-0.02,0.86,0.32,0.39,-0.87,16.8,41.6
14,0,201401,0.24,29.6,-1.22,-1.22,-0.97,-0.4,0,1121,-0.93,-1.33,-0.84,0.52,0.25,0.27,-0.84,16,43.1
14,0,201402,0.75,27.8,-1.16,-1.16,-0.21,-0.41,0,1042,-0.12,-0.71,-1.05,-0.3,0.23,0.09,-0.99,17,38.6
14,0,201403,0.48,40.6,-1.63,-1.63,-1.76,-1.16,0,753,-1.43,-1.14,-1.46,-0.76,0.32,-0.06,-1.24,26.1,55.1
14,0,201404,1.59,54,-1.87,-1.87,-1.24,-1.79,10,320,-0.81,-1.48,-1.39,-1.72,-0.27,-0.24,-1.48,39.6,68.3
14,0,201405,1.98,64.7,-2.73,-2.73,-3.14,-2.73,114,86,-1.52,-1.75,-2.32,-2.79,-1.61,-0.68,-1.51,50.5,78.9
14,0,201406,7.58,73.6,1,-1.45,3,-0.13,281,11,1.91,0.73,0.33,-0.29,-0.31,0.37,-0.66,62.1,85
14,0,201407,2.39,75.5,0.78,-1.41,-0.34,-0.24,320,8,-0.56,1.01,0.28,-0.41,-0.66,-0.08,-0.45,63,87.9
14,0,201408,3.06,78.3,0.69,-1.28,-0.05,-0.13,427,1,0,-0.46,0.86,-0.37,-0.58,-0.49,-0.36,65.2,91.4
14,0,201409,2.98,68.3,0.68,-1.08,0.2,0.12,159,54,0.29,0.14,-0.25,0.02,-0.35,-0.36,-0.19,55.6,80.9
14,0,201410,2.75,58.9,0.86,-0.73,0.74,0.69,33,204,0.71,0.59,0.48,0.39,-0.12,-0.35,0,45.1,72.7
14,0,201411,0.29,38.5,-0.4,-1.05,-1.21,-0.09,0,794,-1.03,-0.09,0.05,0.64,-0.32,-0.51,-0.07,25.1,51.8
14,0,201412,1.34,34.7,-0.16,-0.74,0.61,0.37,0,911,0.84,-0.32,0.16,-0.16,0.02,-0.33,-0.03,26.1,43.1
14,0,201501,0.37,32.1,-0.39,-0.92,-0.76,-0.05,0,1020,-0.5,0.34,-0.5,0.06,0.16,-0.32,-0.09,19.4,44.8
14,0,201502,0.83,31.2,-0.37,-0.84,-0.06,-0.02,0,986,0.02,-0.39,0.18,0.04,0.63,-0.3,-0.21,18.4,44
14,0,201503,0.49,46.8,-1.13,-1.55,-2.37,-1.09,9,575,-1.41,-1.03,-1.19,-0.49,-0.59,-0.31,-0.32,31.9,61.7
14,0,201504,2.76,56.3,-1.03,-1.41,-0.06,-0.92,19,249,0.36,-0.48,-0.5,-0.74,-0.24,-0.07,-0.25,43.1,69.6
14,0,201505,8.28,61.7,1.87,1.87,5.62,1.87,69,134,2.19,2.13,1.45,1.3,1.06,1.26,0.43,51.1,72.3
14,0,201506,3.34,75.8,1.55,1.55,-0.4,1.29,338,5,-0.35,1.42,1.42,0.78,0.65,0.39,0.55,63.8,87.7
14,0,201507,4.93,78.9,2.2,2.2,2.44,2.2,438,1,0.99,0.4,1.55,1.14,0.83,0.92,0.57,66.9,90.8
14,0,201508,2.95,75.2,2.26,2.26,0.87,2.26,321,10,-0.09,0.67,0.29,1.05,0.99,0.88,0.31,62.6,87.7
14,0,201509,1.58,74.1,1.41,1.41,-1.86,0.52,288,14,-0.94,-0.76,0.15,1.01,0.62,0.56,0.17,61.3,87
14,0,201510,1.79,59.2,1.09,1.09,-0.52,-0.05,33,202,-0.06,-0.74,-0.69,0.86,0.58,0.39,0.03,46.4,72.1
14,0,201511,3.1,46.5,1.72,1.72,2.21,1.45,0,492,1.52,0.98,0.26,0.3,0.95,0.91,0.26,34.5,58.4
14,0,201512,2.36,37.7,2.45,2.45,2.74,2.45,0,801,1.76,2.12,1.58,1.01,1.57,1.12,0.53,27.1,48.2
15,0,201001,3.52,29.8,-0.33,3.04,-0.33,2.42,0,1096,-0.09,0.01,-0.87,0.48,1.4,0.91,0.67,22.1,37.6
15,0,201002,2.25,30.6,-0.72,2.3,-1.28,1.18,0,972,-0.72,-0.64,-0.44,0.34,0.81,0.89,0.44,22.8,38.5
15,0,201003,2.69,46.5,-1.4,1.31,-2.25,-0.6,7,582,-1.08,-1.33,-1.29,-0.58,0.17,0.77,-0.02,35.9,57.1
15,0,201004,3.19,59.9,-1.83,0.6,-1.73,-1.78,26,184,-0.53,-1.19,-1.4,-1.66,-0.36,0.51,-0.26,45.8,74
