StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
22,0,201309,5.29,77,2.17,2.17,1.33,2.17,361,1,1,0.55,0.2,0.67,1.07,0.85,0.79,65.1,88.8
22,0,201310,2.27,65.4,1.74,1.74,-0.63,1.39,106,85,-0.19,0.44,0.18,0.25,0.42,0.74,0.87,54.5,76.4
22,0,201311,5.25,51.1,1.81,1.81,0.74,1.72,4,411,0.61,0.19,0.55,0.15,0.27,1.06,0.95,39.7,62.4
22,0,201312,5.41,46.7,1.61,1.61,-0.02,1.45,4,559,0.11,0.38,0.1,0.12,0.49,0.89,0.94,36.6,56.7
22,0,201401,2.08,38.5,0.67,0.67,-2.32,-0.61,0,812,-1.65,-1.02,-0.47,-0.34,-0.15,0.12,0.77,25.7,51.3
22,0,201402,6,46.3,0.9,0.9,0.87,0.02,4,516,0.57,-0.68,-0.56,-0.01,-0.25,-0.06,0.81,35.8,56.7
22,0,201403,5.6,51.6,0.79,0.79,-0.05,-0.11,11,418,-0.03,0.24,-0.63,-0.41,-0.3,0.09,0.69,39,64.2
22,0,201404,8.86,62.7,1.66,1.66,2.87,1.66,50,112,1.34,0.95,1.01,0.38,0.36,0.41,1.08,50.7,74.8
22,0,201405,5.16,70.8,1.67,1.67,0.54,1.67,193,13,0.37,1.16,0.94,0.32,0.5,0.27,1.19,59.4,82.2
22,0,201406,6.96,78.6,2.47,2.47,2.9,2.47,406,0,1.38,1.07,1.46,0.76,0.61,0.59,1.44,69.2,87.8
22,0,201407,4.14,77.5,2.31,2.31,0.31,2.31,391,0,-0.41,0.81,0.77,1.1,0.61,0.58,1.26,67.2,87.9
22,0,201408,3.71,79.8,2.36,2.36,0.86,2.36,461,0,-0.08,-0.54,0.57,1.02,0.48,0.62,0.91,69.1,90.5
22,0,201409,2.54,76.5,-0.32,1.8,-0.96,1.32,347,2,-0.37,-0.45,-0.68,0.95,0.39,0.34,0.79,65.8,87.2
22,0,201410,4.28,66.5,0.32,1.94,0.97,1.82,121,71,0.73,0.21,0.09,0.52,1,0.56,0.87,53.6,79.3
22,0,201411,3.17,48.8,-0.23,1.51,-0.69,1.02,1,478,-0.31,0.17,-0.11,0.19,0.7,0.33,0.94,36.6,61.1
22,0,201412,5.72,50.2,-0.21,1.36,0,0.82,11,457,0.25,-0.16,0.16,-0.33,0.74,0.37,0.87,40.7,59.8
22,0,201501,4.7,43.9,-0.31,1.09,-0.38,0.35,8,651,-0.12,0.03,-0.25,-0.24,0.18,0.68,0.53,32.9,54.8
22,0,201502,4.09,41.9,-0.48,0.78,-0.59,-0.21,0,634,-0.36,-0.42,-0.28,-0.35,-0.06,0.43,0.3,31.1,52.7
22,0,201503,6.4,57.7,0.02,0.72,0.05,-0.23,46,258,0.31,-0.11,-0.23,-0.1,-0.42,0.5,0.45,47.4,68
22,0,201504,6.08,67,0.11,0.74,0.3,-0.08,118,50,0.48,0.47,0.15,-0.08,-0.11,0.2,0.43,57,77
22,0,201505,6.05,72.4,0.46,1.02,1.06,0.48,239,7,0.73,0.75,0.74,0.31,0.14,0.29,0.43,61.4,83.4
22,0,201506,4.05,79.3,0.42,0.93,0.04,0.37,427,0,0.08,0.53,0.62,0.28,0.25,-0.04,0.41,69.2,89.4
22,0,201507,4.36,82.8,-0.29,-0.29,-0.88,-0.29,551,0,-0.26,-0.17,0.31,0.27,0.02,0.01,0.41,72.7,92.9
22,0,201508,3.14,80.1,-0.56,-0.56,-0.89,-0.56,469,0,-0.52,-0.69,-0.52,0.27,0.03,-0.08,0.41,68.6,91.7
22,0,201509,1.57,76.3,-1.28,-1.28,-2.34,-1.28,339,2,-1.15,-1.34,-1.18,-0.19,-0.29,-0.18,0.12,64.2,88.4
22,0,201510,5.24,66.5,0.53,-0.62,1.6,0.42,122,71,1.07,0.21,-0.09,0.03,0.1,-0.04,0.37,54.3,78.7
22,0,201511,7.44,59.3,1.12,1.12,1.91,1.12,36,199,1.32,1.5,0.86,0.38,0.69,0.43,0.51,49.5,69.1
22,0,201512,7.23,56.7,1.25,1.25,0.75,1.25,38,288,0.83,1.4,1.66,0.71,0.83,0.61,0.69,46.5,66.8
23,0,201001,2.12,25.5,5.26,5.26,0.58,5.26,0,1261,0.27,0.47,0.1,1.79,1.77,1.76,2.85,17.8,33.2
23,0,201002,1.73,28.4,4.7,4.7,-0.06,4.62,0,1057,-0.22,-0.06,0.17,1.57,1.66,1.81,2.53,19.7,37
23,0,201003,3.35,45,4.22,4.22,0,4.08,6,640,0.21,0,0.02,1.79,1.61,1.96,2.46,34.8,55.3
23,0,201004,3.94,60.5,3.58,3.58,-0.62,3.15,35,179,0.12,0.18,0.08,-0.04,1.43,1.6,2.01,48.1,72.8
23,0,201005,6.77,64.5,3.92,3.92,2.14,3.92,90,119,1.06,0.77,0.68,0.64,1.52,1.66,2.01,54.2,74.9
23,0,201006,4.79,77.3,3.43,3.43,-0.25,3.28,358,0,0.17,0.74,0.61,0.46,1.53,1.54,1.8,66.9,87.7
23,0,201007,6.77,79.1,4.28,4.28,3.59,4.28,429,0,1.53,1.11,1.33,0.99,0.83,1.94,1.96,69.3,89
23,0,201008,2.53,79,3.59,3.59,-0.74,3.25,424,0,-0.81,0.82,0.65,0.81,0.76,1.58,1.86,67.2,90.8
23,0,201009,7.86,68.8,4.53,4.53,3.92,4.53,151,48,1.61,1.08,1.66,1.56,1.29,2.09,1.82,57.7,79.9
23,0,201010,0.73,58.3,3.44,3.44,-1.85,2.68,23,239,-1.88,0.55,0.14,1.07,0.88,0.79,1.71,44.1,72.6
23,0,201011,3.08,46.5,3.28,3.28,0.58,2.7,0,572,0.24,-1.04,0.5,0.76,0.92,0.9,1.76,34.7,58.3
23,0,201012,0.9,29.6,2.57,2.57,-1.12,1.53,0,1120,-1.54,-0.47,-1.46,0.45,0.66,0.6,1.54,21.2,38.1
23,0,201101,1.02,26.7,2.06,2.06,-0.75,0.73,0,1226,-0.82,-1.83,-0.9,-0.54,0.51,0.41,1.58,17.2,36.1
23,0,201102,3.52,33.2,2.64,2.64,2.39,2.13,0,920,1.4,0.35,-0.58,0.1,0.45,0.68,1.74,23.3,43
23,0,201103,3.47,45.1,2.41,2.41,0.13,1.9,5,643,0.29,0.96,0.37,-0.94,0.49,0.71,1.83,35.2,54.9
23,0,201104,7.6,56.8,3.54,3.54,4.11,3.54,14,280,1.92,1.47,1.72,0.8,0.64,1.3,2.06,45.2,68.4
23,0,201105,6.36,62.8,3.83,3.83,1.98,3.83,68,143,0.87,1.85,1.54,1.08,1.11,1.19,1.96,52.5,73.2
23,0,201106,4.08,75.9,-0.25,3.19,-0.74,2.84,313,5,-0.21,0.36,1.32,1.14,0.28,1.09,1.8,65.2,86.5
23,0,201107,2.48,82.7,-0.81,2.27,-1.78,1.18,543,0,-0.75,-0.64,-0.07,1.02,0.45,0.4,1.67,71.8,93.5
23,0,201108,3.92,77.8,-0.89,1.87,-0.5,0.58,391,1,0.2,-0.5,-0.53,0.76,0.45,0.62,1.51,66.5,89.1
23,0,201109,2.58,64.8,-1.22,1.26,-1.24,-0.46,87,99,-0.63,-0.42,-0.83,0.46,0.51,-0.14,1.38,52.8,76.9
23,0,201110,1.21,57.3,-1.99,-1.99,-2.69,-1.99,19,262,-1.33,-1.26,-1.07,-0.72,0.35,-0.07,0.5,43.6,71
23,0,201111,5.72,47.4,-1.36,-1.36,1.27,-0.7,0,540,1.52,0.44,-0.16,-0.47,0.53,0.32,0.83,37.9,57
23,0,201112,3.74,37.4,-0.77,-0.77,1.36,0.54,0,872,1.11,1.59,0.8,-0.06,0.72,0.77,0.93,28.2,46.5
23,0,201201,1.3,36.3,-0.88,-0.88,-0.58,0.14,0,917,-0.47,0.44,1.21,0.04,-0.02,0.78,0.84,25.1,47.6
23,0,201202,2.3,39.9,-0.71,-0.71,0.25,0.4,0,723,0.37,-0.23,0.45,0.03,-0.29,0.61,0.9,30.1,49.6
23,0,201203,4.17,58.1,-0.89,-0.89,-0.77,-0.1,62,289,0.72,0.72,0.27,0.73,-0.02,0.73,1,46.3,69.9
23,0,201204,3.74,59,-1.01,-1.01,-0.62,-0.42,23,224,-0.01,0.43,0.52,1.13,0.23,0.09,0.93,46.9,71
23,0,201205,2.16,69.5,-2.03,-2.03,-3.4,-2.03,179,47,-1.54,-1.15,-0.56,-0.24,-0.35,-0.55,0.45,57.3,81.8
23,0,201206,1.9,74.8,-2.83,-2.83,-3,-2.83,295,4,-1.63,-1.88,-1.67,-1.21,-0.57,-0.9,0.16,61.9,87.8
23,0,201207,1.7,83.6,-3.9,-3.9,-4.1,-3.9,576,0,-1.53,-2.15,-2.1,-1.43,-0.57,-1.01,-0.43,70.3,97
23,0,201208,2.44,76.2,-4.32,-4.32,-2.46,-4.32,346,4,-0.88,-1.68,-2.22,-1.69,-1.34,-1.25,-0.41,62.4,90
23,0,201209,4.9,67,-3.76,-3.76,0.34,-3.57,118,72,0.57,-0.05,-0.8,-1.82,-1.49,-0.89,-0.73,55.4,78.6
23,0,201210,3.17,54.3,-3.44,-3.44,-0.22,-3.28,9,348,0.14,0.39,-0.06,-1.68,-1.29,-0.56,-0.49,43,65.7
23,0,201211,1.57,45.1,-3.82,-3.82,-2.2,-3.82,0,610,-0.78,-0.54,-0.12,-1.51,-1.51,-1.24,-0.64,32.9,57.3
23,0,201212,1.68,38.8,-4.12,-4.12,-2.06,-4.12,0,835,-0.45,-0.9,-0.71,-1.08,-1.76,-1.65,-0.52,29.2,48.4
23,0,201301,3.33,33.8,0.27,-3.42,0.82,-3.05,0,995,1.02,0.43,-0.2,-0.3,-1.56,-1.23,-0.28,23.6,44
23,0,201302,3.19,34.5,0.87,-2.44,1.88,-1.3,0,884,1.15,1.37,0.89,0.29,-0.96,-1.1,-0.31,24.9,44
23,0,201303,3.48,38.3,1.06,-1.92,0.82,-0.45,0,853,0.3,0.82,1.13,0.16,-0.42,-1.25,-0.36,29,47.7
23,0,201304,6.21,52.1,2.01,-0.66,3.18,1.9,2,410,1.34,1.06,1.3,0.76,0.49,-0.85,-0.5,40.7,63.5
23,0,201305,6.84,63.4,2.6,2.6,2.38,2.6,77,132,1.09,1.56,1.33,1.47,1.08,-0.08,-0.42,52.7,74.2
23,0,201306,4.46,73,2.33,2.33,0,2.27,243,11,0,0.65,1.17,1.42,0.86,0.32,-0.38,62.8,83.3
23,0,201307,3.07,75,2.11,2.11,0.07,2.02,310,5,-0.31,-0.25,0.32,0.97,0.67,0.51,-0.35,64.1,85.8
23,0,201308,4.08,74.6,2.18,2.18,0.85,2.18,306,8,0.31,-0.14,-0.14,0.81,1.02,0.77,-0.31,64.3,85
23,0,201309,2.5,70.7,-0.46,1.49,-1.38,0.81,195,28,-0.68,-0.38,-0.56,0.49,0.87,0.46,-0.31,58.6,82.8
23,0,201310,3.61,55.9,-0.28,1.47,0.4,0.91,13,306,0.38,-0.29,-0.16,0.1,0.72,0.52,-0.04,44.4,67.4
23,0,201311,2.44,41.8,-0.36,1.21,-0.33,0.47,0,713,-0.15,0.07,-0.46,-0.43,0.42,0.63,-0.41,31.3,52.3
23,0,201312,2.5,30.3,-0.19,1.22,0.39,0.61,0,1106,0.29,0,0.1,-0.4,0.37,0.77,-0.52,20.3,40.3
23,0,201401,1.09,25.8,-0.4,0.87,-0.67,-0.03,0,1245,-0.72,-0.41,-0.43,-0.52,-0.17,0.41,-0.55,13.8,37.8
23,0,201402,1.22,26.5,-0.61,-0.61,-0.77,-0.61,0,1121,-0.83,-1.2,-0.93,-0.88,-0.74,0.1,-0.67,16.2,36.8
23,0,201403,1.7,39.5,-1.04,-1.04,-1.47,-1.04,0,814,-1.18,-1.57,-1.79,-0.99,-1.1,-0.24,-0.96,26.3,52.8
23,0,201404,5.09,55.1,0.5,0.5,1.5,0.5,8,324,0.79,-0.04,-0.37,-0.71,-0.71,-0.39,-0.8,42.9,67.2
23,0,201405,3.19,65.3,-0.55,-0.55,-1.66,-0.55,103,104,-0.84,-0.14,-0.59,-1.01,-1.07,-0.95,-0.68,54.1,76.5
23,0,201406,6.1,73.7,0.47,0.47,1.41,0.47,266,8,0.82,-0.04,0.29,-0.5,-0.44,-0.68,-0.23,64.6,82.8
23,0,201407,2.59,72.6,0.37,0.37,-0.17,0.37,243,13,-0.66,0.18,-0.35,-0.53,-0.71,-0.76,-0.17,61.6,83.7
23,0,201408,4.34,76.6,0.69,0.69,1.1,0.69,350,5,0.48,-0.24,0.32,-0.28,-0.56,-0.73,0.06,65.9,87.2
23,0,201409,3.85,67.1,0.76,0.76,0.42,0.76,120,70,0.1,0.3,-0.14,0.07,-0.55,-0.47,-0.05,55.8,78.4
23,0,201410,6.23,57.8,1.8,1.8,3.35,1.8,20,262,1.59,0.98,1.11,0.45,0.2,-0.06,0.31,46.3,69.4
23,0,201411,1.72,37.8,1.71,1.71,0.29,1.71,0,831,-0.66,0.84,0.54,0.58,0.1,-0.19,0.3,27.6,48.1
23,0,201412,2.2,36.7,1.62,1.62,0.24,1.62,0,898,0.04,-0.5,0.63,0.24,0.3,-0.22,0.39,30.2,43.2
23,0,201501,1.19,31.2,1.27,1.27,-0.55,0.92,0,1074,-0.59,-0.55,-0.84,0.3,-0.02,-0.2,0.13,20.7,41.6
23,0,201502,1.71,26.1,1.11,1.11,-0.09,0.64,0,1118,-0.24,-0.72,-0.77,0.04,0.21,-0.15,-0.02,15.8,36.5
23,0,201503,3.24,44.6,0.96,0.96,-0.09,0.39,4,659,0.14,-0.07,-0.48,0.12,-0.09,0.04,-0.1,32.9,56.2
23,0,201504,3.53,57.7,0.64,0.64,-0.66,-0.27,17,247,-0.16,-0.05,-0.15,-0.85,0.09,-0.18,-0.38,46.3,69.1
23,0,201505,7.3,64.9,1.45,1.45,2.63,1.45,97,109,1.3,0.81,0.69,0.22,0.44,0.48,-0.3,54.8,74.8
23,0,201506,7.36,74.3,2.17,2.17,2.58,2.17,275,7,1.39,1.78,1.36,0.8,0.95,0.68,0.02,65.2,83.3
23,0,201507,7.93,77.4,3.67,3.67,5.17,3.67,370,1,1.94,2.12,2.37,1.68,1.08,1.52,0.52,68.2,86.5
23,0,201508,3.96,73.3,3.8,3.8,1.54,3.8,265,13,0.23,1.86,2.11,1.96,1.42,1.47,0.51,62.7,83.9
23,0,201509,2.17,71.5,3.06,3.06,-1.05,2.59,218,22,-0.92,-0.59,0.87,1.48,1.06,1.2,0.48,60.2,82.8
23,0,201510,1.56,57.7,2.23,2.23,-1.54,1.12,20,257,-1.01,-1.29,-1.08,1.23,0.93,0.49,0.29,45.8,69.5
23,0,201511,7.9,48.9,3.56,3.56,4.66,3.56,0,496,2.34,1.38,0.49,1.73,1.7,1.41,0.85,38.5,59.2
23,0,201512,7.67,42.4,5.31,5.31,6.36,5.31,0,721,2.86,3.04,2.57,2.39,2.82,2.13,1.4,33.2,51.6
24,0,201001,1.08,20.6,-0.74,-0.74,-0.57,-0.74,0,1285,-0.33,-0.47,-1.09,-0.35,-0.79,-0.58,-0.23,11.8,29.5
24,0,201002,0.5,21.1,-1.15,-1.15,-1.46,-1.15,0,1131,-1.63,-1.16,-1.07,-1.1,-0.63,-0.64,-0.37,11.2,31
24,0,201003,0.74,36.2,-2.01,-2.01,-2.93,-2.01,0,891,-1.5,-2.55,-1.91,-1.05,-0.65,-1.02,-0.41,24.3,48.1
24,0,201004,2.08,41.6,0.1,-1.7,0.31,-1.49,0,748,0.99,0.03,-0.7,-1.21,-0.68,-0.98,-0.11,29.2,53.9
24,0,201005,3.93,46.3,1.39,1.39,3.89,1.39,0,634,1.34,1.57,1.12,0.26,-0.18,0.01,-0.16,34.8,57.7
24,0,201006,3.66,57.5,1.92,1.92,2.02,1.92,13,302,0.82,1.48,1.71,0.79,0.61,0.64,0.05,45.5,69.6
24,0,201007,1.51,64.3,2.23,2.23,1.53,2.23,57,131,0.15,0.64,1.27,0.9,0.21,0.43,0.18,49.7,78.9
24,0,201008,2.18,63.8,3.04,3.04,3.11,3.04,48,148,1.24,0.85,1.1,1.52,0.91,0.47,0.45,49.2,78.4
24,0,201009,1.87,54.1,3.23,3.23,1.51,3.23,8,359,0.68,1.23,1.02,1.9,1.21,1.02,0.55,41.2,67
24,0,201010,0.91,47.6,2.5,2.5,-1.2,1.96,0,568,-0.62,0.1,0.84,1.51,1.21,0.51,0.42,34.2,61.1
24,0,201011,1.92,26.6,2.96,2.96,2.15,2.96,0,1146,0.98,0.31,0.58,1.24,1.61,1.07,0.58,16.8,36.4
24,0,201012,1.61,19,3.23,3.23,1.72,3.23,0,1353,0.68,1.01,0.57,1.12,1.91,1.3,0.51,10.2,27.8
24,0,201101,1.77,19.1,3.69,3.69,2.39,3.69,0,1337,0.87,0.94,1.15,1.36,1.74,1.53,0.65,10.3,28
24,0,201102,1.37,16.4,4.19,4.19,2.63,4.19,0,1304,0.86,1.04,1.12,1.1,1.53,1.77,0.8,6,26.8
24,0,201103,1.62,28.6,4.62,4.62,2.59,4.62,0,1065,0.81,1.09,1.21,1.16,1.48,2.03,0.77,19,38.3
24,0,201104,2.52,37.7,5.21,5.21,3.19,5.21,0,861,1.69,1.74,1.84,1.89,2.1,2.21,0.94,27,48.3
24,0,201105,5.7,47.1,7.14,7.14,7.42,7.14,0,599,2.47,2.93,2.97,3.09,3.08,3.09,2.18,37,57.3
24,0,201106,3.36,56.3,6.97,6.97,1.69,6.97,10,335,0.54,2.26,2.78,3.09,3.09,3.09,2.77,44.3,68.3
24,0,201107,1.39,66.6,6.63,6.63,1.13,6.63,84,105,-0.02,0.35,1.94,2.6,2.72,2.68,2.43,51.4,81.8
24,0,201108,0.77,66.8,-0.22,5.73,-0.65,5.44,88,81,-0.75,-0.61,-0.07,2.13,2.35,2.38,2,50.7,82.9
24,0,201109,0.47,58.3,-1.07,4.27,-2.62,2.98,24,253,-1.49,-1.68,-1.44,1.44,1.84,1.9,2.43,41.9,74.8
24,0,201110,1.99,45.9,-0.54,4.24,1.24,3.37,0,634,1.23,-0.25,-0.65,1.33,2.06,2.37,2.19,34.5,57.3
24,0,201111,1.08,30,-0.58,3.71,-0.29,2.7,0,1063,-0.24,0.59,-0.38,-0.34,1.65,2.04,2.41,19.2,40.7
24,0,201112,0.81,26.2,-0.94,2.91,-1.25,1.45,0,1214,-0.75,-0.69,0.05,-0.99,1.26,1.67,2.72,16.4,36
24,0,201201,1.23,25.1,-1.1,2.35,-0.77,0.65,1,1220,-0.02,-0.6,-0.62,-0.97,0.82,1.39,2.28,14.9,35.3
24,0,201202,0.95,24.9,-1.28,1.82,-0.86,-0.1,0,1107,-0.16,-0.21,-0.66,-0.71,-0.58,1.19,2.34,14.5,35.4
24,0,201203,1.6,39.4,-1.78,1,-1.9,-1.39,1,845,0.77,0.43,0.21,0.12,-0.8,1.18,2.52,26.8,52
24,0,201204,1.98,44.8,-1.73,0.76,-0.41,-1.57,0,640,0.82,1.07,0.82,-0.09,-0.52,0.99,2.39,31.8,57.8
24,0,201205,2.42,49.5,-1.48,0.76,0.22,-1.33,1,536,0.08,0.39,0.59,0.02,-0.24,-0.26,1.98,36.4,62.5
24,0,201206,2.01,60.2,-1.92,-1.92,-1.79,-1.92,29,249,-0.8,-0.57,-0.27,-0.21,-0.22,-0.85,1.59,46.4,74
24,0,201207,1.29,70.7,-2.25,-2.25,-1.57,-2.25,153,49,-0.16,-0.79,-0.63,-0.25,-0.57,-0.82,1.48,54.9,86.5
24,0,201208,0.57,66.7,-3.02,-3.02,-3.02,-3.02,86,83,-1.13,-0.95,-1.23,-0.56,-0.81,-0.88,0.98,49.7,83.6
24,0,201209,0.17,58.2,-3.97,-3.97,-3.79,-3.97,25,259,-2.23,-2.58,-2.29,-1.29,-1.18,-1.02,0.55,41.7,74.8
24,0,201210,1.82,41,-3.02,-3.02,1.63,-2.33,0,749,0.96,-0.79,-1.31,-1.26,-0.91,-1.09,0.82,30.1,51.9
24,0,201211,1.45,32.4,-2.62,-2.62,0.28,-1.77,0,953,0.35,0.83,-0.47,-1.28,-0.73,-0.96,0.68,22.8,42
24,0,201212,1.32,21.5,-2.39,-2.39,-0.14,-1.57,0,1300,0.24,0.31,0.71,-0.92,-0.81,-0.76,0.58,12.8,30.3
24,0,201301,1.05,21.7,-2.43,-2.43,-0.87,-1.89,0,1298,-0.39,-0.16,0.03,-0.95,-1.09,-0.8,0.38,12.3,31.2
24,0,201302,0.55,27.5,-2.72,-2.72,-1.62,-2.71,0,1045,-1.44,-1.13,-0.74,-0.82,-1.55,-0.92,0.14,18.1,36.8
24,0,201303,0.91,30.5,-3,-3,-1.66,-3,0,1028,-0.93,-1.83,-1.56,-0.28,-1.53,-1.2,-0.04,18.5,42.5
24,0,201304,1.5,36.9,0.14,-2.55,0.41,-2.32,0,848,-0.03,-0.6,-1.24,-0.67,-1.4,-1.41,-0.29,25.2,48.7
24,0,201305,4.15,51.9,1.21,-1.2,3.26,0.41,1,459,1.5,1.32,0.99,0.32,-0.05,-0.8,-0.69,39.1,64.7
24,0,201306,3.12,59,1.35,-0.81,0.81,1.06,18,246,0.31,1.3,1.19,0.39,0.66,-0.34,-0.78,46,72
24,0,201307,1.19,67.5,1.4,1.4,0.55,1.4,112,60,-0.32,0.02,0.93,0.38,0.27,-0.32,-0.82,52.4,82.6
24,0,201308,1.46,67.3,1.28,1.28,0.08,1.25,100,70,0.34,-0.1,0.1,0.65,0.26,-0.03,-0.62,52.3,82.4
24,0,201309,2.53,58.8,1.73,1.73,1.75,1.73,26,269,1.4,1.19,0.78,1.32,0.73,0.91,-0.15,46.1,71.5
24,0,201310,1.19,40.8,1.69,1.69,0.41,1.69,0,779,-0.11,1.11,1.02,1.31,0.84,0.65,-0.35,29.3,52.3
24,0,201311,0.91,30.4,1.31,1.31,-0.63,0.92,0,1018,-0.56,-0.58,0.52,0.37,0.8,0.43,-0.4,19.8,41
24,0,201312,1.46,16.4,1.26,1.26,0.25,0.93,0,1434,0.46,-0.12,-0.26,0.41,1.02,0.5,-0.27,6.6,26.2
24,0,201401,1.21,24.5,1.02,1.02,-0.34,0.46,1,1207,-0.06,0.19,-0.18,0.55,0.97,0.59,-0.22,14.5,34.5
24,0,201402,1.71,14.7,1.39,1.39,1.45,1.39,0,1364,1.55,0.78,0.77,0.83,0.69,0.99,-0.01,4.3,25.1
24,0,201403,2.26,29.4,2.37,2.37,3.36,2.37,0,1066,1.94,2.29,1.59,0.86,1.1,1.46,0.18,19.1,39.8
24,0,201404,1.47,41.1,2.18,2.18,0.17,2.18,0,740,-0.08,1.25,1.78,0.79,1.29,1.46,0.06,28.5,53.6
24,0,201405,1.92,51.1,1.7,1.7,-0.76,1.29,1,469,-0.46,-0.49,0.32,0.65,0.81,0.72,-0.09,38,64.1
24,0,201406,3.2,56.5,1.91,1.91,1.16,1.91,10,317,0.39,-0.06,-0.15,0.66,0.39,0.76,0.23,44.3,68.7
24,0,201407,0.69,67.6,1.43,1.43,-0.84,0.97,109,61,-1.31,-0.3,-0.58,0.29,0.09,0.55,0.07,52.1,83.1
24,0,201408,3.7,64.8,2.86,2.86,4.71,2.86,59,117,2.72,1.42,1.24,1.1,1.3,1.35,0.91,51.6,78
24,0,201409,1.2,55.1,-0.16,2.41,-0.47,2.15,11,333,-0.2,1.84,1.04,0.5,1.13,0.85,1.37,41.5,68.7
24,0,201410,0.96,47.9,-0.61,1.69,-1.41,0.79,0,546,-0.53,-0.59,1.53,0.39,1.08,0.76,1.04,35.2,60.7
24,0,201411,1.98,25.3,0.6,2.12,1.81,1.91,0,1161,1.05,0.44,0.12,1.07,0.98,1.21,1.21,15,35.6
24,0,201412,1.3,25,0.68,2.03,0.4,1.92,0,1220,0.2,0.79,0.39,1.02,0.58,1.14,1.27,16.5,33.6
24,0,201501,1.18,24.7,0.65,1.86,0.12,1.73,0,1196,-0.12,-0.03,0.55,1.39,0.56,1.11,1.22,14.8,34.5
24,0,201502,0.9,26.9,0.61,1.7,0.09,1.55,0,997,-0.3,-0.35,-0.23,-0.09,0.83,0.79,1.28,16.2,37.6
24,0,201503,0.99,39.5,-0.64,0.89,-1.92,-0.19,0,802,-0.69,-0.77,-0.68,-0.13,0.62,0.33,1.28,26.4,52.7
24,0,201504,1.08,42.8,-1.07,-1.07,-1.5,-1.07,0,702,-0.85,-1.19,-1.22,-0.24,0.8,0.18,1.15,29.1,56.5
24,0,201505,2.43,49.6,-0.9,-0.9,0.2,-0.65,0,502,0.09,-0.38,-0.62,-0.68,-0.5,0.39,0.66,37.4,61.7
24,0,201506,1.77,63.8,-1.74,-1.74,-2.82,-1.74,59,129,-1.05,-0.74,-1,-1.22,-0.89,-0.22,0.3,49.4,78.1
24,0,201507,1.88,66.2,-1.71,-1.71,-0.45,-1.71,77,97,0.6,-0.5,-0.41,-0.92,-0.51,0.3,0.5,51.6,80.8
24,0,201508,1.01,65.8,-2.07,-2.07,-1.59,-2.07,73,94,-0.33,0.14,-0.66,-0.91,-0.96,-0.77,0.37,50,81.7
24,0,201509,1.29,57.3,-2.2,-2.2,-1.05,-2.2,21,295,-0.07,-0.33,0.06,-0.79,-1.03,-0.77,0.01,42.6,71.9
24,0,201510,1.39,48,-2.19,-2.19,-0.65,-2.19,0,537,0.24,-0.01,-0.22,-0.52,-0.94,-0.61,0.08,35.6,60.4
24,0,201511,1.34,30,-1.99,-1.99,-0.08,-1.96,0,1075,0.18,0.19,0.02,-0.55,-0.79,-0.86,0.19,19.9,40.1
24,0,201512,1.61,23.7,-1.71,-1.71,0.23,-1.51,0,1269,0.68,0.48,0.48,0.28,-0.5,-0.73,0.2,15,32.3
25,0,201001,0.37,22.1,5.85,5.85,0.89,5.85,0,1433,-0.22,0.87,0,1.32,0.92,0.77,1.66,12.8,31.5
25,0,201002,0.73,23,5.82,5.82,1.71,5.82,0,1206,0.27,0,0.8,0.94,1.51,0.77,1.82,13.5,32.5
25,0,201003,1.69,39.7,5.79,5.79,1.72,5.79,0,773,0.74,0.69,0.57,1.57,1.18,1.07,2.02,29.3,50.1
25,0,201004,2.97,51.7,5.83,5.83,1.9,5.83,12,330,0.59,0.78,0.78,0.62,1.47,1.14,2.29,38.8,64.5
25,0,201005,3.03,56.3,5.48,5.48,0.75,5.48,40,236,-0.27,0.11,0.31,0.52,0.82,1.4,1.45,44.3,68.3
25,0,201006,7.4,69.6,6.92,6.92,6.03,6.92,227,25,2.29,1.56,1.58,1.6,2.05,1.92,2.04,57.5,81.6
25,0,201007,4.03,74.5,7.4,7.4,3.56,7.4,339,8,0.9,2.11,1.65,1.81,1.65,2.12,2.13,62.5,86.5
25,0,201008,2.85,74.8,7.38,7.38,2.23,7.38,351,6,0.21,0.78,1.99,1.68,1.73,1.84,2.11,61.6,88.1
25,0,201009,2.04,63.6,6.82,6.82,0.6,6.82,99,98,0.07,0.11,0.61,1.48,1.48,1.97,1.9,48.7,78.4
25,0,201010,0.92,54,5.9,5.9,-0.65,5.61,12,313,-0.51,-0.38,-0.24,1.15,1.3,1.23,1.36,38.9,69.1
25,0,201011,0.67,36.7,5.28,5.28,-0.05,4.92,0,803,-0.03,-0.57,-0.46,1.46,1.23,1.32,1.32,24.3,49
25,0,201012,0.37,26.1,4.65,4.65,-0.25,4.15,0,1239,-0.4,-0.39,-0.73,0.07,1.1,1.13,1.41,15,37.3
25,0,201101,0.93,20.4,4.63,4.63,1.38,4.57,0,1441,1.39,0.53,0.22,-0.19,1.13,1.28,1.51,9.7,31.1
25,0,201102,0.64,24.5,4.32,4.32,0.48,4.32,0,1100,0.03,0.96,0.37,-0.32,1.45,1.26,1.56,12.6,36.4
